어린이집명,소재지도로명주소,지오코딩용주소,주소변경여부,위도,경도,검색결과주소,매칭점수
창원시립 가포어린이집,경상남도 창원시 마산합포구 가포해안길 15 가포어린이집,경상남도 창원시 마산합포구 가포해안길 15,True,35.168818135359,128.571480144081,경상남도 창원시 마산합포구 가포동 가포해안길 15,100.0
창원시립 가포유보라어린이집,경상남도 창원시 마산합포구 가포본동1길 18 마창대교유보라아이비파크 관리동,경상남도 창원시 마산합포구 가포본동1길 18,True,35.15708116589,128.574877580895,경상남도 창원시 마산합포구 가포동 가포본동1길 18,100.0
창원시립 교방롯데캐슬어린이집,"경상남도 창원시 마산합포구 노산서18길 80 109동(교방동,창원롯데캐슬프리미어)",경상남도 창원시 마산합포구 노산서18길 80,True,35.215395407386,128.567020720135,경상남도 창원시 마산합포구 교방동 노산서18길 80,100.0
창원시립 교방푸르지오어린이집,경상남도 창원시 마산합포구 교방동18길 14 창원 푸르지오 더 플래티넘 2단지 내 관리동,경상남도 창원시 마산합포구 교방동18길 14,True,35.210572418389,128.569656912503,경상남도 창원시 마산합포구 교방동 교방동18길 14,100.0
i블루밍어린이집,경상남도 창원시 마산합포구 노산서18길 142 무학산벽산블루밍아파트 복리동 (교방동),경상남도 창원시 마산합포구 노산서18길 142,True,35.215518495634,128.561879512184,경상남도 창원시 마산합포구 교방동 노산서18길 142,100.0
노산어린이집,경상남도 창원시 마산합포구 회원천남길 178 (교원동),경상남도 창원시 마산합포구 회원천남길 178,True,35.215876780085,128.569462619987,경상남도 창원시 마산합포구 교원동 회원천남길 178,100.0
마산삼성어린이집,경상남도 창원시 마산합포구 노산동5길 18,경상남도 창원시 마산합포구 노산동5길 18,False,35.212546775682,128.574601229548,경상남도 창원시 마산합포구 상남동 노산동5길 18,100.0
자이별밭 어린이집,"경상남도 창원시 마산합포구 노산서18길 19 (교원동, 무학자이아파트 관리동)",경상남도 창원시 마산합포구 노산서18길 19,True,35.215173538409,128.56893347044,경상남도 창원시 마산합포구 교원동 노산서18길 19,100.0
킨더가르텐 어린이집,경상남도 창원시 마산합포구 회원서10길 87-1 (교방동),경상남도 창원시 마산합포구 회원서10길 87-1,True,35.215374452628,128.560659190901,경상남도 창원시 마산합포구 교방동 회원서10길 87-1,100.0
상록엔젤어린이집,경상남도 창원시 마산합포구 노산서18길 141 상록아파트 단지내 보육시설,경상남도 창원시 마산합포구 노산서18길 141,True,35.213701299026,128.563407616952,경상남도 창원시 마산합포구 교방동 노산서18길 141,100.0
예림어린이집,"경상남도 창원시 마산합포구 노산서18길 19 105동 102호(교원동, 무학자이아파트)",경상남도 창원시 마산합포구 노산서18길 19,True,35.215173538409,128.56893347044,경상남도 창원시 마산합포구 교원동 노산서18길 19,100.0
우리네어린이집,"경상남도 창원시 마산합포구 노산서18길 142 204동 104호(교방동, 무학산벽산블루밍아파트)",경상남도 창원시 마산합포구 노산서18길 142,True,35.215518495634,128.561879512184,경상남도 창원시 마산합포구 교방동 노산서18길 142,100.0
창원시립 구산어린이집,"경상남도 창원시 마산합포구 구산면 수정1길 62-36 (수정리, 창원시립 구산어린이집)",경상남도 창원시 마산합포구 구산면 수정1길 62-36,True,35.119973013699,128.582064559954,경상남도 창원시 마산합포구 구산면 수정리 수정1길 62-36,100.0
창원시립 샛별어린이집,경상남도 창원시 마산합포구 문화남3길 33 (홍문동),경상남도 창원시 마산합포구 문화남3길 33,True,35.185179023624,128.558907373137,경상남도 창원시 마산합포구 홍문동 문화남3길 33,100.0
예능어린이집,경상남도 창원시 마산합포구 문화남2길 17,경상남도 창원시 마산합포구 문화남2길 17,False,35.183317193381,128.558775022886,경상남도 창원시 마산합포구 홍문동 문화남2길 17,100.0
합포꿈동이어린이집,"경상남도 창원시 마산합포구 문화동7길 36 3동 105호(창포동2가, 경남창포아파트)",경상남도 창원시 마산합포구 문화동7길 36,True,35.184042856649,128.562261475512,경상남도 창원시 마산합포구 창포동2가 문화동7길 36,100.0
합포어린이집,경상남도 창원시 마산합포구 문화동14길 54 광신비치아파트상가(창포동3가),경상남도 창원시 마산합포구 문화동14길 54,True,35.182755228683,128.561277188622,경상남도 창원시 마산합포구 창포동3가 문화동14길 54,100.0
백양어린이집,경상남도 창원시 마산합포구 중앙남4길 9 (신흥동),경상남도 창원시 마산합포구 중앙남4길 9,True,35.192360261079,128.563805673534,경상남도 창원시 마산합포구 신흥동 중앙남4길 9,100.0
사회복지법인마산어린이집,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 32-3 마산어린이집,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 32-3,True,35.196266856602,128.566767335202,경상남도 창원시 마산합포구 중앙동2가 3-2,98.77
마산YWCA어린이집,경상남도 창원시 마산합포구 중앙북5길 20 마산YWCA어린이집,경상남도 창원시 마산합포구 중앙북5길 20,True,35.200242686644,128.56851186071,경상남도 창원시 마산합포구 중앙동3가 중앙북5길 20,100.0
블루밍어린이집,경상남도 창원시 마산합포구 3?15대로 154 벽산블루밍아파트 주민복지관동 (월포동),경상남도 창원시 마산합포구 3?15대로 154,True,35.19234844403,128.564810049843,경상남도 창원시 마산합포구 중앙동3가 3.15대로 154,100.0
해오름어린이집,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 26 경동메르빌상가110호 (중앙동2가),경상남도 창원시 마산합포구 중앙동2가 중앙동3길 26,True,35.194796922242,128.568382695582,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 26,100.0
경동튼튼어린이집,"경상남도 창원시 마산합포구 중앙동2가 중앙동3길 16 (중앙동2가, 경동메르빌 110-104)",경상남도 창원시 마산합포구 중앙동2가 중앙동3길 16,True,35.194303186235,128.567131864171,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 16,100.0
혜성미어린이집,경상남도 창원시 마산합포구 중앙동3가 중앙북2길 17 혜성미 106호 (중앙동3가),경상남도 창원시 마산합포구 중앙동3가 중앙북2길 17,True,35.198598953522,128.568328716126,경상남도 창원시 마산합포구 중앙동3가 중앙북2길 17,100.0
마산합포구청어린이집,경상남도 창원시 마산합포구 중앙동3가 중앙북1길 34,경상남도 창원시 마산합포구 중앙동3가 중앙북1길 34,False,35.19722616542,128.569210743797,경상남도 창원시 마산합포구 중앙동3가 중앙북1길 34,100.0
또래어린이집,경상남도 창원시 마산합포구 산호남12길 13 (산호동),경상남도 창원시 마산합포구 산호남12길 13,True,35.215326130956,128.585990056668,경상남도 창원시 마산합포구 산호동 산호남12길 13,100.0
리인어린이집,경상남도 창원시 마산합포구 산호동로 12 산호경동리인아파트 1단지 복리동,경상남도 창원시 마산합포구 산호동로 12,True,35.215451817594,128.58879992207,경상남도 창원시 마산합포구 산호동 산호동로 12,100.0
연우어린이집,경상남도 창원시 마산합포구 회원동북로 64 (산호동),경상남도 창원시 마산합포구 회원동북로 64,True,35.2184422711,128.579504726724,경상남도 창원시 마산합포구 산호동 회원동북로 64,100.0
파스텔어린이집,경상남도 창원시 마산합포구 산호북2길 36 (산호동),경상남도 창원시 마산합포구 산호북2길 36,True,35.216913286232,128.585101994027,경상남도 창원시 마산합포구 산호동 산호북2길 36,100.0
통통이어린이집,경상남도 창원시 마산합포구 용마로 54-3,경상남도 창원시 마산합포구 용마로 54-3,False,35.218283434034,128.580939457091,경상남도 창원시 마산합포구 산호동 용마로 54-3,100.0
창원시립 서성어린이집,경상남도 창원시 마산합포구 중앙북7길 53-5 서성어린이집,경상남도 창원시 마산합포구 중앙북7길 53-5,True,35.202008376458,128.568729622554,경상남도 창원시 마산합포구 서성동 중앙북7길 53-5,100.0
창원시립 장미어린이집,경상남도 창원시 마산합포구 중앙북7길 53-5 (서성동) 창원시립 장미어린이집,경상남도 창원시 마산합포구 중앙북7길 53-5,True,35.202008376458,128.568729622554,경상남도 창원시 마산합포구 서성동 중앙북7길 53-5,100.0
창원시립 추산어린이집,경상남도 창원시 마산합포구 문신길 163 창원시립추산어린이집,경상남도 창원시 마산합포구 문신길 163,True,35.206400535631,128.570091598001,경상남도 창원시 마산합포구 추산동 문신길 163,100.0
리틀스쿨어린이집,경상남도 창원시 마산합포구 신포동1가 제2부두로 17 마산만아이파크 아파트 관리동 (신포동1가),경상남도 창원시 마산합포구 신포동1가 제2부두로 17,True,35.198041976056,128.573888013407,경상남도 창원시 마산합포구 신포동1가 제2부두로 17,100.0
마린푸른숲어린이집,경상남도 창원시 마산합포구 오동동14길 67 중앙마린파이브아파트 상가동,경상남도 창원시 마산합포구 오동동14길 67,True,35.206599228646,128.583548743549,경상남도 창원시 마산합포구 오동동 오동동14길 67,100.0
아이굿맘어린이집,"경상남도 창원시 마산합포구 서성로 23 (신포동1가,센트럴아파트) 복리동",경상남도 창원시 마산합포구 서성로 23,True,35.199493847415,128.569919601348,경상남도 창원시 마산합포구 신포동1가 서성로 23,100.0
경남청사 예다움어린이집,경상남도 창원시 마산합포구  제2부두로 10 (신포동1가),경상남도 창원시 마산합포구 제2부두로 10,True,35.19498752672,128.572099650545,경상남도 창원시 마산합포구 신포동1가 제2부두로 10,100.0
노벨어린이집,경상남도 창원시 마산합포구 완월남7길 31 (완월동),경상남도 창원시 마산합포구 완월남7길 31,True,35.196269454992,128.55901876863,경상남도 창원시 마산합포구 완월동 완월남7길 31,100.0
자연숲어린이집,경상남도 창원시 마산합포구 완월남7길 32,경상남도 창원시 마산합포구 완월남7길 32,False,35.196236053107,128.558824392296,경상남도 창원시 마산합포구 완월동 완월남7길 32,100.0
보노어린이집,경상남도 창원시 마산합포구 중앙남8길 80,경상남도 창원시 마산합포구 중앙남8길 80,False,35.195734899117,128.562208501884,경상남도 창원시 마산합포구 완월동 중앙남8길 80,100.0
창원시립 SK오션뷰어린이집,"경상남도 창원시 마산합포구 월영남12길 12 (월영동, 월영SK오션뷰)",경상남도 창원시 마산합포구 월영남12길 12,True,35.176150917623,128.559467703365,경상남도 창원시 마산합포구 월영동 월영남12길 12,100.0
창원시립 딩동댕어린이집,"경상남도 창원시 마산합포구 월영마을로 29 211동 104호(월영동,월영2차동아아파트)",경상남도 창원시 마산합포구 월영마을로 29,True,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
창원시립 마린애시앙어린이집,"경상남도 창원시 마산합포구 가포순환로 33 140동(월영동,마린애시앙부영)",경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
창원시립 애시앙숲어린이집,"경상남도 창원시 마산합포구 가포순환로 33 139동(월영동, 마린애시앙부영)",경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
창원시립 월영어린이집,경상남도 창원시 마산합포구 월영북로 24 (대내동),경상남도 창원시 마산합포구 월영북로 24,True,35.182525019712,128.556349216288,경상남도 창원시 마산합포구 대내동 월영북로 24,100.0
동아마을어린이집,경상남도 창원시 마산합포구 월영남로 43 동아1차아파트 관리동,경상남도 창원시 마산합포구 월영남로 43,True,35.17553308754,128.559050619863,경상남도 창원시 마산합포구 월영동 월영남로 43,100.0
동아신나는어린이집,경상남도 창원시 마산합포구 월영마을로 29 동아2차아파트 복리동,경상남도 창원시 마산합포구 월영마을로 29,True,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
마산가포부영사랑으로어린이집,"경상남도 창원시 마산합포구 가포로 154-11 210동 관리동(월영동, 마산가포부영아파트)",경상남도 창원시 마산합포구 가포로 154-11,True,35.171154171774,128.562235826888,경상남도 창원시 마산합포구 월영동 가포로 154-11,100.0
새암어린이집,경상남도 창원시 마산합포구 월영남12길 15 새암어린이집,경상남도 창원시 마산합포구 월영남12길 15,True,35.176470435772,128.559105269871,경상남도 창원시 마산합포구 월영동 월영남12길 15,100.0
예솔어린이집,경상남도 창원시 마산합포구 월영동13길 7 (해운동),경상남도 창원시 마산합포구 월영동13길 7,True,35.181154201357,128.562567917892,경상남도 창원시 마산합포구 해운동 월영동13길 7,100.0
해운어린이집,경상남도 창원시 마산합포구 월영동10길 19 (해운동),경상남도 창원시 마산합포구 월영동10길 19,True,35.18034626971,128.564643780032,경상남도 창원시 마산합포구 해운동 월영동10길 19,100.0
현대신나는어린이집,경상남도 창원시 마산합포구 월영마을로 12 현대건설아파트 복리동 (월영동),경상남도 창원시 마산합포구 월영마을로 12,True,35.174837305758,128.557370802647,경상남도 창원시 마산합포구 월영동 월영마을로 12,100.0
고운어린이집,경상남도 창원시 마산합포구 가포순환로 33 120동 104호(마린애시앙부영),경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
금빛어린이집,"경상남도 창원시 마산합포구 월영남로 43 104동 101호(월영동, 동아1차아파트)",경상남도 창원시 마산합포구 월영남로 43,True,35.17553308754,128.559050619863,경상남도 창원시 마산합포구 월영동 월영남로 43,100.0
기쁨몬테소리어린이집,"경상남도 창원시 마산합포구 월영마을로 29 209동 102호 (월영동아2차아파트,월영동)",경상남도 창원시 마산합포구 월영마을로 29,True,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
꼬꼬마어린이집,"경상남도 창원시 마산합포구 월영마을로 29 204동 104호 (월영동, 월영동아2차아파트)",경상남도 창원시 마산합포구 월영마을로 29,True,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
바른나무어린이집,경상남도 창원시 마산합포구 가포순환로 33 102동 102호(마린애시앙부영),경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
보보어린이집,"경상남도 창원시 마산합포구 월영마을로 5 203동 105호 (월영동,현대1차아파트)",경상남도 창원시 마산합포구 월영마을로 5,True,35.173313350032,128.558460114784,경상남도 창원시 마산합포구 월영동 월영마을로 5,100.0
사랑숲 어린이집,"경상남도 창원시 마산합포구 월영동6길 39 104동 104호(해운동, 두산1차아파트)",경상남도 창원시 마산합포구 월영동6길 39,True,35.178623327603,128.56336973075,경상남도 창원시 마산합포구 해운동 월영동6길 39,100.0
아띠어린이집,"경상남도 창원시 마산합포구 월영동남로 3 205동 102호(해운동, 두산2차아파트)",경상남도 창원시 마산합포구 월영동남로 3,True,35.177743395408,128.564332476149,경상남도 창원시 마산합포구 해운동 월영동남로 3,100.0
애시앙키즈어린이집,"경상남도 창원시 마산합포구 가포순환로 33 114동 101호(월영동,마린애시앙부영)",경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
예님어린이집,"경상남도 창원시 마산합포구 밤밭고개로 371 105동 109호 (월영동, 화인아트빌라)",경상남도 창원시 마산합포구 밤밭고개로 371,True,35.174391220871,128.555741779765,경상남도 창원시 마산합포구 월영동 밤밭고개로 371,100.0
이안어린이집,"경상남도 창원시 마산합포구 가포순환로 33 125동 103호(월영동,마린애시앙부영)",경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
조은어린이집,"경상남도 창원시 마산합포구 월영마을로 52 501동 101호(월영동, 현대2차아파트)",경상남도 창원시 마산합포구 월영마을로 52,True,35.171641747081,128.558158533908,경상남도 창원시 마산합포구 월영동 월영마을로 52,100.0
해맑은어린이집,"경상남도 창원시 마산합포구 월영동11길 42 305동 102호(해운동, 두산3차아파트)",경상남도 창원시 마산합포구 월영동11길 42,True,35.178244633217,128.56521450382,경상남도 창원시 마산합포구 해운동 월영동11길 42,100.0
행복아이어린이집,경상남도 창원시 마산합포구 가포순환로 33 112동 102호(마린애시앙부영),경상남도 창원시 마산합포구 가포순환로 33,True,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
바른아이뜰어린이집,경상남도 창원시 마산합포구 심온길 94-3,경상남도 창원시 마산합포구 심온길 94-3,False,35.202735590377,128.564043971041,경상남도 창원시 마산합포구 자산동 심온길 94-3,100.0
반달어린이집,경상남도 창원시 마산합포구 자산서14길 63 (자산동),경상남도 창원시 마산합포구 자산서14길 63,True,35.200235897303,128.558345701805,경상남도 창원시 마산합포구 자산동 자산서14길 63,100.0
샛별아이어린이집,경상남도 창원시 마산합포구 자산남4길 11 (자산동),경상남도 창원시 마산합포구 자산남4길 11,True,35.202393189633,128.565807355831,경상남도 창원시 마산합포구 자산동 자산남4길 11,100.0
청운어린이집,경상남도 창원시 마산합포구 자산북1길 40 (자산동),경상남도 창원시 마산합포구 자산북1길 40,True,35.205740293118,128.56352898691,경상남도 창원시 마산합포구 자산동 자산북1길 40,100.0
맑은숲영재스쿨어린이집,경상남도 창원시 마산합포구 자산삼거리로 94-11,경상남도 창원시 마산합포구 자산삼거리로 94-11,False,35.207453637946,128.564183948824,경상남도 창원시 마산합포구 자산동 자산삼거리로 94-11,100.0
사동어린이집,경상남도 창원시 마산합포구 진동면 사동길 145,경상남도 창원시 마산합포구 진동면 사동길 145,False,35.120161145516,128.479882873818,경상남도 창원시 마산합포구 진동면 사동리 사동길 145,100.0
꿈채움어린이집,경상남도 창원시 마산합포구 진동면 진북산업로 55 협성엠파이어아파트 복리동(105동),경상남도 창원시 마산합포구 진동면 진북산업로 55,True,35.120251544342,128.487590117607,경상남도 창원시 마산합포구 진동면 진동리 진북산업로 55,100.0
밝은숲 어린이집,경상남도 창원시 마산합포구 신서촌로 50-9 (진동면 진동리),경상남도 창원시 마산합포구 신서촌로 50-9,True,35.118861657157,128.486098893213,경상남도 창원시 마산합포구 진동면 진동리 신서촌로 50-9,100.0
재능어린이집,경상남도 창원시 마산합포구 진동면 교동3길 62,경상남도 창원시 마산합포구 진동면 교동3길 62,False,35.117272154948,128.502579558875,경상남도 창원시 마산합포구 진동면 교동리 교동3길 62,100.0
꿈꾸는유앤아이어린이집,경상남도 창원시 마산합포구 진동면 진북산업로 58 복리동,경상남도 창원시 마산합포구 진동면 진북산업로 58,True,35.120912289769,128.488361504156,경상남도 창원시 마산합포구 진동면 진동리 진북산업로 58,100.0
유앤아이어린이집,경상남도 창원시 마산합포구 진북산업로 58 112-101,경상남도 창원시 마산합포구 진북산업로 58,True,35.120912289769,128.488361504156,경상남도 창원시 마산합포구 진동면 진동리 진북산업로 58,100.0
한솔어린이집,경상남도 창원시 마산합포구 진동면 요장1길 110,경상남도 창원시 마산합포구 진동면 요장1길 110,False,35.110708999033,128.495085047789,경상남도 창원시 마산합포구 진동면 요장리 요장1길 110,100.0
창원시립 진북어린이집,경상남도 창원시 마산합포구 진북면 지산1길 63-10 창원시립 진북어린이집,경상남도 창원시 마산합포구 진북면 지산1길 63-10,True,35.115334887577,128.465211861052,경상남도 창원시 마산합포구 진북면 지산리 지산1길 63-10,100.0
창원시립 진전어린이집,경상남도 창원시 마산합포구 오서곡안로 24,경상남도 창원시 마산합포구 오서곡안로 24,False,35.104402580813,128.41771572289,경상남도 창원시 마산합포구 진전면 오서리 오서곡안로 24,100.0
창원시립 용마어린이집,경상남도 창원시 마산합포구 용마산길 47,경상남도 창원시 마산합포구 용마산길 47,False,35.213005475333,128.582329763371,경상남도 창원시 마산합포구 산호동 용마산길 47,100.0
베스티움 큰샘 어린이집,경상남도 창원시 마산합포구 회원천북길 491 베스티움아파트관리동 보육시설,경상남도 창원시 마산합포구 회원천북길 491,True,35.208948257011,128.582029607418,경상남도 창원시 마산합포구 산호동 회원천북길 491,100.0
칸타빌어린이집,경상남도 창원시 마산합포구 합포동6길 8 칸타빌오션뷰아파트 관리동,경상남도 창원시 마산합포구 합포동6길 8,True,35.211059239326,128.585260495816,경상남도 창원시 마산합포구 산호동 합포동6길 8,100.0
하늘샘어린이집,경상남도 창원시 마산합포구 합포남2길 24 (산호동),경상남도 창원시 마산합포구 합포남2길 24,True,35.210128889983,128.581931958246,경상남도 창원시 마산합포구 산호동 합포남2길 24,100.0
창원시립 덕동어린이집,경상남도 창원시 마산합포구 덕동길 32,경상남도 창원시 마산합포구 덕동길 32,False,35.140953126895,128.57898312089,경상남도 창원시 마산합포구 덕동동 덕동길 32,100.0
신유성어린이집,경상남도 창원시 마산합포구 묘촌1길 28 현동 LH그린품에아파트 복리동,경상남도 창원시 마산합포구 묘촌1길 28,True,35.13994137185,128.559299467118,경상남도 창원시 마산합포구 현동 묘촌1길 28,100.0
중흥누리봄어린이집,"경상남도 창원시 마산합포구 현동1길 8 관리동(현동,중흥에스-클래스프라디움3차)",경상남도 창원시 마산합포구 현동1길 8,True,35.147979173413,128.559696026407,경상남도 창원시 마산합포구 현동 현동1길 8,100.0
중흥산들어린이집,경상남도 창원시 마산합포구 현동9길 14 중흥S클래스 프라디움2차아파트 관리동,경상남도 창원시 마산합포구 현동9길 14,True,35.145184563075,128.554784398784,경상남도 창원시 마산합포구 현동 현동9길 14,100.0
중흥키즈어린이집,경상남도 창원시 마산합포구 현동4길 20 현동 중흥S-클래스프라디움아파트복리동,경상남도 창원시 마산합포구 현동4길 20,True,35.150767832599,128.551958104853,경상남도 창원시 마산합포구 현동 현동4길 20,100.0
하늘숲어린이집,경상남도 창원시 마산합포구 현동3길 1 창원현동LH아파트 복리동,경상남도 창원시 마산합포구 현동3길 1,True,35.152343839944,128.554142009725,경상남도 창원시 마산합포구 우산동 현동3길 1,100.0
하늘채다솜어린이집,경상남도 창원시 마산합포구 현동9길 13 현동코오롱하늘채아파트 복리동,경상남도 창원시 마산합포구 현동9길 13,True,35.144361376364,128.55769861888,경상남도 창원시 마산합포구 현동 현동9길 13,100.0
보듬이어린이집,경상남도 창원시 마산합포구 묘촌1길 28 그린품애아파트 606-102,경상남도 창원시 마산합포구 묘촌1길 28,True,35.13994137185,128.559299467118,경상남도 창원시 마산합포구 현동 묘촌1길 28,100.0
중흥해마루어린이집,경상남도 창원시 마산합포구 현동4길 20 중흥S클래스A 103-102,경상남도 창원시 마산합포구 현동4길 20,True,35.150767832599,128.551958104853,경상남도 창원시 마산합포구 현동 현동4길 20,100.0
덴소코리아어린이집,"경상남도 창원시 마산합포구 현동10길 19 (현동,아파트동 1층)",경상남도 창원시 마산합포구 현동10길 19,True,35.145678508629,128.550124312076,경상남도 창원시 마산합포구 현동 현동10길 19,100.0
글로벌창의 어린이집,경상남도 창원시 마산회원구 구암북3길 9 (구암동),경상남도 창원시 마산회원구 구암북3길 9,True,35.251881454723,128.592701614179,경상남도 창원시 마산회원구 구암동 구암북3길 9,100.0
글로벌창의숲 어린이집,경상남도 창원시 마산회원구 금강로 301 (구암동),경상남도 창원시 마산회원구 금강로 301,True,35.253575688812,128.596323350722,경상남도 창원시 마산회원구 구암동 금강로 301,100.0
바른손어린이집,경상남도 창원시 마산회원구 구암북15길 49 (구암동),경상남도 창원시 마산회원구 구암북15길 49,True,35.255279771637,128.59490295341,경상남도 창원시 마산회원구 구암동 구암북15길 49,100.0
소명어린이집,경상남도 창원시 마산회원구 소계천서길 103 (구암동),경상남도 창원시 마산회원구 소계천서길 103,True,35.259087083516,128.595926132331,경상남도 창원시 마산회원구 구암동 소계천서길 103,100.0
천사맘어린이집,경상남도 창원시 마산회원구 구암서2길 110-1 (구암동),경상남도 창원시 마산회원구 구암서2길 110-1,True,35.249363908195,128.594361566284,경상남도 창원시 마산회원구 구암동 구암서2길 110-1,100.0
창원시립 구암어린이집,경상남도 창원시 마산회원구 구암서1길 235,경상남도 창원시 마산회원구 구암서1길 235,False,35.25256558566,128.600283045601,경상남도 창원시 마산회원구 구암동 구암서1길 235,100.0
인애어린이집,경상남도 창원시 마산회원구 팔용로 272 인애어린이집,경상남도 창원시 마산회원구 팔용로 272,True,35.248281804495,128.600949323085,경상남도 창원시 마산회원구 구암동 팔용로 272,100.0
아마데우스어린이집,경상남도 창원시 마산회원구 구암남10길 15 대동아파트 복리동 (구암동),경상남도 창원시 마산회원구 구암남10길 15,True,35.249989281991,128.599129025172,경상남도 창원시 마산회원구 구암동 구암남10길 15,100.0
밀알재능어린이집,"경상남도 창원시 마산회원구 구암남7길 7 대성프리죤텔101, 102호 (구암동)",경상남도 창원시 마산회원구 구암남7길 7,True,35.244656212276,128.59169737836,경상남도 창원시 마산회원구 구암동 구암남7길 7,100.0
창원시립 동신해나라어린이집,경상남도 창원시 마산회원구 내서읍 중리상곡로 134 동신2차아파트 202동 뒤 1층건물,경상남도 창원시 마산회원구 내서읍 중리상곡로 134,True,35.25097273069,128.51166009368,경상남도 창원시 마산회원구 내서읍 중리 중리상곡로 134,100.0
창원시립 수피아어린이집,경상남도 창원시 마산회원구 내서읍 옥정1길 9-2,경상남도 창원시 마산회원구 내서읍 옥정1길 9-2,False,35.248700564377,128.522532847022,경상남도 창원시 마산회원구 내서읍 중리 옥정1길 9-2,100.0
창원시립 햇님어린이집,경상남도 창원시 마산회원구 내서읍 광려로 29 207동 102호(대동이미지아파트),경상남도 창원시 마산회원구 내서읍 광려로 29,True,35.223318778548,128.503449768062,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 29,100.0
삼계한샘어린이집,경상남도 창원시 마산회원구 내서읍 삼계본동2길 9-1,경상남도 창원시 마산회원구 내서읍 삼계본동2길 9-1,False,35.230959511935,128.497812267625,경상남도 창원시 마산회원구 내서읍 삼계리 삼계본동2길 9-1,100.0
상곡어린이집,경상남도 창원시 마산회원구 내서읍 상곡안길 106-4,경상남도 창원시 마산회원구 내서읍 상곡안길 106-4,False,35.246098863541,128.499874215806,경상남도 창원시 마산회원구 내서읍 상곡리 상곡안길 106-4,100.0
선재어린이집,경상남도 창원시 마산회원구 상곡로 49 내서종합사회복지관 내,경상남도 창원시 마산회원구 상곡로 49,True,35.24331234174,128.498930832603,경상남도 창원시 마산회원구 내서읍 상곡리 상곡로 49,100.0
숲속자람터어린이집,경상남도 창원시 마산회원구 내서읍 삼계로 288-18,경상남도 창원시 마산회원구 내서읍 삼계로 288-18,False,35.242563837786,128.479034709036,경상남도 창원시 마산회원구 내서읍 삼계리 삼계로 288-18,100.0
호계어린이집,경상남도 창원시 마산회원구 내서읍 구미길 11-1,경상남도 창원시 마산회원구 내서읍 구미길 11-1,False,35.252881206224,128.521638330315,경상남도 창원시 마산회원구 내서읍 호계리 구미길 11-1,100.0
대동영재 아이짐어린이집,경상남도 창원시 마산회원구 내서읍 삼계5길 30 관리동 1층,경상남도 창원시 마산회원구 내서읍 삼계5길 30,True,35.231552196309,128.501928452636,경상남도 창원시 마산회원구 내서읍 삼계리 삼계5길 30,100.0
더푸른다솜어린이집,경상남도 창원시 마산회원구 내서읍 삼계10길 22 더푸른아파트 관리동1층,경상남도 창원시 마산회원구 내서읍 삼계10길 22,True,35.235001181827,128.503818068888,경상남도 창원시 마산회원구 내서읍 삼계리 삼계10길 22,100.0
라파어린이집,경상남도 창원시 마산회원구 내서읍 호원로 186-1,경상남도 창원시 마산회원구 내서읍 호원로 186-1,False,35.25013558811,128.523656944057,경상남도 창원시 마산회원구 내서읍 중리 호원로 186-1,100.0
삼계현대어린이집,경상남도 창원시 마산회원구 내서읍 삼풍로 82 현대아파트 관리동,경상남도 창원시 마산회원구 내서읍 삼풍로 82,True,35.233954952673,128.502358108993,경상남도 창원시 마산회원구 내서읍 삼계리 삼풍로 82,100.0
쏠티동산어린이집,경상남도 창원시 마산회원구 내서읍 상곡안길 21,경상남도 창원시 마산회원구 내서읍 상곡안길 21,False,35.243382246813,128.502667317401,경상남도 창원시 마산회원구 내서읍 상곡리 상곡안길 21,100.0
이미지은혜어린이집,경상남도 창원시 마산회원구 광려로 28 대동이미지아파트 1단지 복리동 2층,경상남도 창원시 마산회원구 광려로 28,True,35.222695961233,128.501291260357,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 28,100.0
